MJD;Magnitude;Error;Facility;Filter;Observer
59633.38806713;19.4957924825141;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38418981014;16.13715203097966;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38418981014;16.12949916045535;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38526618993;16.67559242414309;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38526618993;16.677497398518383;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38655092986;17.45303127130875;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38655092986;17.445908622983264;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38797452999;17.909235223927936;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59634.38797452999;17.898417608794137;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.38486110978;16.351861365433358;0.24122254471215598;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.385949050076;17.88822162914928;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.385949050076;17.8835757588647;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.3872453901;19.630962396439333;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.3872453901;18.65859020917536;0.21989671353784526;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.388668979984;19.826644280810424;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59635.388668979984;18.56415547974118;0.2347014403424541;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59636.248459;18.511;0.169;ATLAS;ATLAS(o);ATLAS
59636.251195;18.047;0.109;ATLAS;ATLAS(o);ATLAS
59636.257694;19.478;0.448;ATLAS;ATLAS(o);ATLAS
59636.268212;17.793;0.063;ATLAS;ATLAS(o);ATLAS
59637.38556715986;17.907773060296645;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59637.38556715986;17.905595860308463;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59637.38664352987;17.703915310612288;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59637.38664352987;17.707899710832038;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
